"item_id","subject","domain","question","answer","correct_answer","is_correct","confidence","model"
"326","clinical_knowledge","applied_professional","Most of the free fatty acids are transported in the blood:","D","D","True","95","deepseek-ai/deepseek-r1-0528"
"327","high_school_macroeconomics","social_moral","If in a given year the government collects more money in net taxes than it spend","B","B","True","100","deepseek-ai/deepseek-r1-0528"
"328","world_religions","factual_recall","How many female renouncers were under the tutelage of Chandanbala?","A","A","True","85","deepseek-ai/deepseek-r1-0528"
"329","human_aging","factual_recall","A disadvantage of institutional care is that the staff frequently teach older re","B","B","True","90","deepseek-ai/deepseek-r1-0528"
"330","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","A","A","True","90","deepseek-ai/deepseek-r1-0528"
"331","high_school_psychology","humanities","Which of the following interventions is most effective at facilitating the educa","D","D","True","90","deepseek-ai/deepseek-r1-0528"
"332","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","B","B","True","95","deepseek-ai/deepseek-r1-0528"
"333","high_school_psychology","humanities","The perceived volume of a tone is mainly determined by its","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"334","college_mathematics","formal_reasoning","In xyz-space, what are the coordinates of the point on the plane 2x + y + 3z = 3","B","B","True","100","deepseek-ai/deepseek-r1-0528"
"335","high_school_biology","natural_science","Which of the following is correct about vaccination?","D","D","True","95","deepseek-ai/deepseek-r1-0528"
"336","professional_law","applied_professional","A developer, owner of several hundred acres in a rural county, drafted a general","B","B","True","90","deepseek-ai/deepseek-r1-0528"
"337","professional_psychology","applied_professional","A company president is concerned about the low motivation and satisfaction of he","D","D","True","90","deepseek-ai/deepseek-r1-0528"
"338","electrical_engineering","formal_reasoning","In decimal number system what is MSD","A","A","True","100","deepseek-ai/deepseek-r1-0528"
"339","high_school_statistics","formal_reasoning","A producer of skin care products has created a new formula for its cream to cure","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"340","professional_law","applied_professional","A city filed eminent domain proceedings in order to obtain 40 beach houses front","B","B","True","95","deepseek-ai/deepseek-r1-0528"
"341","high_school_mathematics","formal_reasoning","John is playing a game in which he tries to obtain the highest number possible. ","B","B","True","95","deepseek-ai/deepseek-r1-0528"
"342","high_school_biology","natural_science","The fluidity of the plasma membrane can vary in response to temperature changes.","B","B","True","95","deepseek-ai/deepseek-r1-0528"
"343","college_chemistry","natural_science","Which of the following experimental observations were explained by Planck’s quan","A","A","True","95","deepseek-ai/deepseek-r1-0528"
"344","high_school_chemistry","natural_science","Radon is a health hazard because","A","A","True","90","deepseek-ai/deepseek-r1-0528"
"345","high_school_psychology","humanities","What is the major difference between negative reinforcement and punishment?","D","D","True","95","deepseek-ai/deepseek-r1-0528"
"346","world_religions","factual_recall","The term xin refers to which of the following?","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"347","human_sexuality","humanities","The capacity of a spinal-cord injured man to have erections depends on:","D","D","True","90","deepseek-ai/deepseek-r1-0528"
"348","nutrition","factual_recall","Risk assessment is applied to data on toxicity and human exposure to:
","D","A","False","95","deepseek-ai/deepseek-r1-0528"
"349","high_school_biology","natural_science","When the first tiny prokaryotic cell took up residence inside a larger prokaryot","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"350","professional_medicine","applied_professional","A 16-year-old boy is admitted to the emergency department because of a knife wou","A","A","True","90","deepseek-ai/deepseek-r1-0528"
"351","formal_logic","formal_reasoning","Construct a complete truth table for the following argument. Then, using the tru","D","D","True","95","deepseek-ai/deepseek-r1-0528"
"352","professional_medicine","applied_professional","A 52-year-old woman comes to the emergency department because of a 1-week histor","D","D","True","90","deepseek-ai/deepseek-r1-0528"
"353","anatomy","natural_science","Which of the following muscles initiates elevation of the mandible?","B","D","False","85","deepseek-ai/deepseek-r1-0528"
"354","philosophy","humanities","Kant says that when trying to decide whether an action is morally permissible, w","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"355","high_school_psychology","humanities","Which sentence most accurately describes how neurons communicate?","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"356","electrical_engineering","formal_reasoning","Electric drive is becoming more and more popular because","A","A","True","90","deepseek-ai/deepseek-r1-0528"
"357","high_school_psychology","humanities","Cyan has come up with a test to identify people with the potential to be great c","D","D","True","95","deepseek-ai/deepseek-r1-0528"
"358","high_school_computer_science","formal_reasoning","Which of the following has the greatest potential for compromising a user's pers","A","A","True","90","deepseek-ai/deepseek-r1-0528"
"359","professional_law","applied_professional","On February 15, a company that manufactures metal sidings for home exteriors rec","A","A","True","90","deepseek-ai/deepseek-r1-0528"
"360","high_school_mathematics","formal_reasoning","In Canada in 2014, the average wholesale price of soybeans was $0.24 per pound. ","B","B","True","100","deepseek-ai/deepseek-r1-0528"
"361","high_school_psychology","humanities","The goal of projective personality tests, such as the Rorschach and Thematic App","B","B","True","95","deepseek-ai/deepseek-r1-0528"
"362","high_school_chemistry","natural_science","Of the following, the most important experimental information used to deduce the","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"363","high_school_biology","natural_science","Certain populations of finches have long been isolated on the Galapagos Islands ","B","B","True","95","deepseek-ai/deepseek-r1-0528"
"364","high_school_chemistry","natural_science","The melting point of straight-chain hydrocarbons increases as the number of carb","C","C","True","90","deepseek-ai/deepseek-r1-0528"
"365","high_school_psychology","humanities","Two ""cognitive shortcuts"" that can lead to errors in information processing are","A","A","True","95","deepseek-ai/deepseek-r1-0528"
"366","professional_accounting","applied_professional","A partner in a general partnership is usually not entitled to which of the follo","D","D","True","95","deepseek-ai/deepseek-r1-0528"
"367","high_school_statistics","formal_reasoning","Suppose you toss a fair die three times and it comes up an even number each time","D","D","True","100","deepseek-ai/deepseek-r1-0528"
"368","professional_psychology","applied_professional","In terms of age, Erikson’s ________ stage of psychosocial development correspond","D","D","True","95","deepseek-ai/deepseek-r1-0528"
"369","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","B","B","True","95","deepseek-ai/deepseek-r1-0528"
"370","professional_law","applied_professional","A young man suggested to his friend that they steal a large-screen TV from a nei","A","A","True","95","deepseek-ai/deepseek-r1-0528"
"371","conceptual_physics","natural_science","If an object is already moving and the sum of all the vector forces on a mass is","A","A","True","100","deepseek-ai/deepseek-r1-0528"
"372","college_physics","natural_science","An observer O at rest midway between two sources of light at x = 0 and x = 10 m ","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"373","high_school_psychology","humanities","The medical model of psychologically disordered behavior is most likely to be cr","D","D","True","95","deepseek-ai/deepseek-r1-0528"
"374","college_chemistry","natural_science","Which of the following statements about nuclear binding energies is NOT true?","B","B","True","95","deepseek-ai/deepseek-r1-0528"
"375","high_school_psychology","humanities","Research has shown that people who read a job description written only with male","B","A","False","85","deepseek-ai/deepseek-r1-0528"
"376","college_physics","natural_science","At the present time, the temperature of the universe (i.e., the microwave radiat","A","A","True","95","deepseek-ai/deepseek-r1-0528"
"377","high_school_macroeconomics","social_moral","Which of the following would be an example of fiat money?","B","B","True","95","deepseek-ai/deepseek-r1-0528"
"378","moral_disputes","social_moral"," What does SCNT stand for, as used in the discussion on cloning?","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"379","professional_law","applied_professional","A construction worker sued an insulation manufacturer in federal court, claiming","A","B","False","95","deepseek-ai/deepseek-r1-0528"
"380","sociology","social_moral","Émile Durkheim believed the primary focus of sociology should be which of the fo","B","B","True","95","deepseek-ai/deepseek-r1-0528"
"381","conceptual_physics","natural_science","As more lamps are connected in parallel in a circuit, the current in the power s","A","A","True","95","deepseek-ai/deepseek-r1-0528"
"382","high_school_chemistry","natural_science","A sample of liquid NH3 is brought to its boiling point. Which of the following o","D","D","True","95","deepseek-ai/deepseek-r1-0528"
"383","philosophy","humanities","Mill defines “utility” as:","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"384","high_school_psychology","humanities","In the ""cocktail party phenomenon,"" an individual can focus on one conversation ","B","B","True","100","deepseek-ai/deepseek-r1-0528"
"385","world_religions","factual_recall","What does the word ""Islam"" mean in Arabic?","B","B","True","95","deepseek-ai/deepseek-r1-0528"
"386","anatomy","natural_science","The infraorbital nerve","A","A","True","95","deepseek-ai/deepseek-r1-0528"
"387","anatomy","natural_science","Saliva contains an enzyme that acts upon which of the following nutrients?","A","A","True","100","deepseek-ai/deepseek-r1-0528"
"388","miscellaneous","factual_recall","What actress starred on 'Charlie's Angels' for the show's entire run?","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"389","high_school_biology","natural_science","Which of the following disorders will most likely result from X chromosome aneup","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"390","machine_learning","formal_reasoning","Another term for out-of-distribution detection is?","A","A","True","90","deepseek-ai/deepseek-r1-0528"
"391","high_school_psychology","humanities","While visiting a museum, you study a statue by walking around it and examining i","C","C","True","90","deepseek-ai/deepseek-r1-0528"
"392","high_school_microeconomics","social_moral","The law of increasing costs is useful in describing","D","D","True","95","deepseek-ai/deepseek-r1-0528"
"393","electrical_engineering","formal_reasoning","The resistance of a conductor of diameter d and length l is R Ω. If the diameter","D","C","False","95","deepseek-ai/deepseek-r1-0528"
"394","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","B","B","True","85","deepseek-ai/deepseek-r1-0528"
"395","machine_learning","formal_reasoning","Statement 1| ImageNet has images of various resolutions. Statement 2| Caltech-10","C","C","True","98","deepseek-ai/deepseek-r1-0528"
"396","professional_law","applied_professional","Litigation arose in the courts of a state when the Secretary of Commerce attempt","B","B","True","95","deepseek-ai/deepseek-r1-0528"
"397","econometrics","social_moral","Which one of the following is a disadvantage of the general to specific or ""LSE""","D","B","False","80","deepseek-ai/deepseek-r1-0528"
"398","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","C","D","False","95","deepseek-ai/deepseek-r1-0528"
"399","human_sexuality","humanities","Which is true with regard to voyeurs?","D","D","True","90","deepseek-ai/deepseek-r1-0528"
"400","high_school_psychology","humanities","After discovering that she was in the early stages of an eating disorder, Maria'","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"401","high_school_world_history","factual_recall","This question refers to the following information.
""In Northern India the existe","B","A","False","95","deepseek-ai/deepseek-r1-0528"
"402","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","C","D","False","70","deepseek-ai/deepseek-r1-0528"
"403","college_chemistry","natural_science","The dissociation energy for a hydrogen-bromine bond is defined as the change in ","D","D","True","95","deepseek-ai/deepseek-r1-0528"
"404","high_school_geography","factual_recall","Ankara, Turkey and Islamabad, Pakistan are both examples of","B","B","True","95","deepseek-ai/deepseek-r1-0528"
"405","high_school_psychology","humanities","Lynda is a confident, capable woman who takes responsibility for her own actions","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"406","miscellaneous","factual_recall","The film 'Stand By Me' is based on a novel by what author?","B","B","True","100","deepseek-ai/deepseek-r1-0528"
"407","prehistory","factual_recall","Conflict models emphasize the importance of __________ tensions in the developme","C","C","True","85","deepseek-ai/deepseek-r1-0528"
"408","professional_law","applied_professional","Which of the following is not within the power of a federal subpoena to command ","A","A","True","95","deepseek-ai/deepseek-r1-0528"
"409","econometrics","social_moral","Including relevant lagged values of the dependent variable on the right hand sid","A","A","True","90","deepseek-ai/deepseek-r1-0528"
"410","college_physics","natural_science","White light is normally incident on a puddle of water (index of refraction 1.33)","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"411","miscellaneous","factual_recall","Which of these is not one of the four basic forces in nature?","D","D","True","100","deepseek-ai/deepseek-r1-0528"
"412","philosophy","humanities","By “animal motion,” Hobbes means:","D","D","True","95","deepseek-ai/deepseek-r1-0528"
"413","professional_law","applied_professional","A 10-year-old girl decided to go sledding during a heavy snow and ice storm. She","B","B","True","90","deepseek-ai/deepseek-r1-0528"
"414","college_mathematics","formal_reasoning","Let X be a topological space, and let A, B, and C be nonempty subsets of X such ","B","D","False","100","deepseek-ai/deepseek-r1-0528"
"415","high_school_statistics","formal_reasoning","A large city was interested in annexing part of the surrounding county. In a sur","B","C","False","80","deepseek-ai/deepseek-r1-0528"
"416","professional_accounting","applied_professional","In year 6, an IRS agent completed an examination of a corporation’s year 5 tax r","D","D","True","90","deepseek-ai/deepseek-r1-0528"
"417","high_school_physics","natural_science","An ideal battery of constant voltage V supplies current to a circuit that has to","C","C","True","100","deepseek-ai/deepseek-r1-0528"
"418","formal_logic","formal_reasoning"," Use the following key to translate the given formula of PL to natural, English ","C","D","False","95","deepseek-ai/deepseek-r1-0528"
"419","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","C","C","True","99","deepseek-ai/deepseek-r1-0528"
"420","nutrition","factual_recall","It has been observed that a reduction in family size and improved sanitary condi","B","B","True","95","deepseek-ai/deepseek-r1-0528"
"421","high_school_statistics","formal_reasoning","Which of the following is a correct statement?","D","D","True","95","deepseek-ai/deepseek-r1-0528"
"422","global_facts","factual_recall","The percentage of children in India (age 8) who reported physical punishment by ","B","C","False","60","deepseek-ai/deepseek-r1-0528"
"423","high_school_mathematics","formal_reasoning","Let $M=4a^2 - 2b^2 +a$. Let $j$ be the value of $M$ when $a=5$ and $b=3$, and le","A","A","True","100","deepseek-ai/deepseek-r1-0528"
"424","human_sexuality","humanities","For purposes of conception, the best position for intercourse is:","B","B","True","85","deepseek-ai/deepseek-r1-0528"
"425","high_school_physics","natural_science","A particle is subjected to a conservative force whose potential energy function ","D","D","True","100","deepseek-ai/deepseek-r1-0528"
"426","high_school_psychology","humanities","A sixth-grade teacher is concerned because Kerry, a student in class, has been h","D","D","True","95","deepseek-ai/deepseek-r1-0528"
"427","international_law","factual_recall","What is the rationale for the exhaustion of local remedies in international huma","C","C","True","85","deepseek-ai/deepseek-r1-0528"
"428","world_religions","factual_recall","Which pope promoted the cults of St. Peter and St. Paul to bolster authority in ","A","A","True","80","deepseek-ai/deepseek-r1-0528"
"429","moral_disputes","social_moral"," Which of the following is not an example of a natural right that Locke uses?","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"430","computer_security","formal_reasoning","Applications developed by programming languages like ____ and ______ have this c","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"431","professional_accounting","applied_professional","Stock A has a beta of 0.8, while Stock B has a beta of 1.4. The expected return ","A","A","True","100","deepseek-ai/deepseek-r1-0528"
"432","high_school_world_history","factual_recall","This question refers to the following information.
""The question as to who, and ","A","A","True","95","deepseek-ai/deepseek-r1-0528"
"433","virology","factual_recall","500 women aged 40 – 54 who present for routine check-ups are asked about their m","B","A","False","95","deepseek-ai/deepseek-r1-0528"
"434","abstract_algebra","formal_reasoning","Statement 1 | Every ideal in a ring is a subring of the ring. Statement 2 | Ever","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"435","abstract_algebra","formal_reasoning","Statement 1 | For n > 1, the set {1,2, ..., n-1} is a group under multiplication","D","D","True","100","deepseek-ai/deepseek-r1-0528"
"436","philosophy","humanities","According to Brandt’s theory, an ideal moral rule is one that would:","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"437","world_religions","factual_recall","According to Hindu tradition, which age are we in currently?","A","A","True","95","deepseek-ai/deepseek-r1-0528"
"438","professional_psychology","applied_professional","Berscheid’s (1983) emotion-in-relationship model proposes that strong positive e","D","B","False","90","deepseek-ai/deepseek-r1-0528"
"439","high_school_psychology","humanities","Research using the visual cliff suggests that human infants","B","B","True","85","deepseek-ai/deepseek-r1-0528"
"440","high_school_biology","natural_science","Hydrangea flowers have one gene for flower color. Plants of the same genetic var","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"441","high_school_computer_science","formal_reasoning","Consider the following three scenarios, which could be modeled using three data ","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"442","professional_law","applied_professional","A farmer was the owner of a 20-acre tract that was situated just south of a majo","C","C","True","90","deepseek-ai/deepseek-r1-0528"
"443","econometrics","social_moral","Suppose that the following regression is estimated using 27 quarterly observatio","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"444","clinical_knowledge","applied_professional","An ileostomy opening should be:","B","B","True","85","deepseek-ai/deepseek-r1-0528"
"445","anatomy","natural_science","In the brain stem, pathways for:","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"446","high_school_psychology","humanities","Harlow's monkey experiment illustrated","A","A","True","95","deepseek-ai/deepseek-r1-0528"
"447","high_school_mathematics","formal_reasoning","Where, in the first quadrant, does the rose r = sin 3θ have a vertical tangent?","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"448","college_physics","natural_science","A particle decays in 2.0 ms in its rest frame. If the same particle moves at v=0","D","D","True","95","deepseek-ai/deepseek-r1-0528"
"449","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","A","A","True","95","deepseek-ai/deepseek-r1-0528"
"450","miscellaneous","factual_recall","What automobile company makes the Sonata?","D","D","True","95","deepseek-ai/deepseek-r1-0528"
"451","high_school_statistics","formal_reasoning","The regression analysis of question 20 indicated that ""R-sq = 98.1%."" Which of t","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"452","professional_law","applied_professional","A law clerk normally worked from 9:00 a. m. to5:00 p. m. each day, or an average","A","D","False","75","deepseek-ai/deepseek-r1-0528"
"453","human_sexuality","humanities","Stan is out having a few beers with some friends. Which of the following will be","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"454","philosophy","humanities","According to Butler, the degree to which one acts compassionately depends on:","C","C","True","80","deepseek-ai/deepseek-r1-0528"
"455","high_school_biology","natural_science","Which of the following statements about trypsin is NOT true?","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"456","high_school_biology","natural_science","Stretching out from the equator is a wide belt of tropical rain forests that are","B","B","True","95","deepseek-ai/deepseek-r1-0528"
"457","conceptual_physics","natural_science","When a fusion reaction converts a pair of hydrogen isotopes to an alpha particle","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"458","professional_accounting","applied_professional","King, Inc. owns 70% of Simmon Co’s outstanding common stock. King’s liabilities ","B","B","True","95","deepseek-ai/deepseek-r1-0528"
"459","clinical_knowledge","applied_professional","For very high force contractions lasting 1-2 seconds, the initial energy source ","C","D","False","80","deepseek-ai/deepseek-r1-0528"
"460","computer_security","formal_reasoning","A/an ___________ is a program that steals your logins & passwords for instant me","A","A","True","95","deepseek-ai/deepseek-r1-0528"
"461","high_school_european_history","factual_recall","This question refers to the following information.
""The Italian nation has been ","B","D","False","100","deepseek-ai/deepseek-r1-0528"
"462","miscellaneous","factual_recall","What term describes a tribe that has no set homeland and wanders from place to p","A","A","True","100","deepseek-ai/deepseek-r1-0528"
"463","high_school_mathematics","formal_reasoning","On her previous five attempts Sarah had achieved times, in seconds, of 86, 94, 9","B","B","True","100","deepseek-ai/deepseek-r1-0528"
"464","high_school_geography","factual_recall","Which of the following is LEAST associated with the development of alluvial land","D","D","True","95","deepseek-ai/deepseek-r1-0528"
"465","electrical_engineering","formal_reasoning","The solid angle subtended by an area of 2400 cm^2 on the surface of a sphere of ","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"466","logical_fallacies","formal_reasoning","The fallacy of reprehensible personality is a specific type of","A","A","True","40","deepseek-ai/deepseek-r1-0528"
"467","college_chemistry","natural_science","Of the following ionic substances, which has the greatest lattice enthalpy?","A","A","True","95","deepseek-ai/deepseek-r1-0528"
"468","formal_logic","formal_reasoning","Identify the conclusion of the following argument. All of psychology has gotten ","D","D","True","95","deepseek-ai/deepseek-r1-0528"
"469","high_school_macroeconomics","social_moral","In order to reduce or eliminate crowding out expansionary fiscal policy can be a","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"470","professional_law","applied_professional","A state enacted a statute that authorized the payment of state funds to any priv","A","B","False","90","deepseek-ai/deepseek-r1-0528"
"471","high_school_biology","natural_science","Which of the changes below following the start codon in an mRNA would most likel","A","A","True","95","deepseek-ai/deepseek-r1-0528"
"472","world_religions","factual_recall"," What does ""Svetambara"" mean?","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"473","miscellaneous","factual_recall","What French city is home to a famous international film festival each spring?","A","A","True","100","deepseek-ai/deepseek-r1-0528"
"474","electrical_engineering","formal_reasoning","A metal surface with 1 meter radius and surface charge density of 20 coulombs / ","B","B","True","95","deepseek-ai/deepseek-r1-0528"
"475","miscellaneous","factual_recall","When Corporation X pays out $300,000 in salaries, which of the following is the ","B","B","True","95","deepseek-ai/deepseek-r1-0528"
"476","high_school_computer_science","formal_reasoning","An online store uses 6-bit binary sequences to identify each unique item for sal","C","C","True","100","deepseek-ai/deepseek-r1-0528"
"477","professional_law","applied_professional","A consumer from State A filed a $100,000 products liabilityaction in federal cou","D","D","True","70","deepseek-ai/deepseek-r1-0528"
"478","abstract_algebra","formal_reasoning","(Z,*) is a group with a*b = a+b+1 for all a, b in Z. The inverse of a is","D","D","True","95","deepseek-ai/deepseek-r1-0528"
"479","college_computer_science","formal_reasoning","Languages with a structure that implements abstract data types (e.g., a C++ clas","D","D","True","95","deepseek-ai/deepseek-r1-0528"
"480","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","B","D","False","70","deepseek-ai/deepseek-r1-0528"
"481","prehistory","factual_recall","What is the Aztec word for a spear-throwing device developed in Europe more than","B","B","True","90","deepseek-ai/deepseek-r1-0528"
"482","philosophy","humanities","Epictetus recommends that we act:","C","C","True","90","deepseek-ai/deepseek-r1-0528"
"483","high_school_macroeconomics","social_moral","U.S. real GDP most likely falls when","D","D","True","95","deepseek-ai/deepseek-r1-0528"
"484","high_school_psychology","humanities","A game show like Jeopardy! asks players to demonstrate which of the following ty","B","B","True","90","deepseek-ai/deepseek-r1-0528"
"485","formal_logic","formal_reasoning"," Construct a complete truth table for the following argument. Then, using the tr","A","A","True","95","deepseek-ai/deepseek-r1-0528"
"486","clinical_knowledge","applied_professional","If the mean rate of oxygen consumption of a male athlete during a training sessi","D","D","True","90","deepseek-ai/deepseek-r1-0528"
"487","moral_disputes","social_moral"," According to Lukianoff and Haidt, institutionalizing vindictive protectiveness ","D","C","False","95","deepseek-ai/deepseek-r1-0528"
"488","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","B","B","True","95","deepseek-ai/deepseek-r1-0528"
"489","high_school_mathematics","formal_reasoning","How many numbers are in the list $ -36, -29, -22, \ldots, 41, 48?$","C","C","True","100","deepseek-ai/deepseek-r1-0528"
"490","human_aging","factual_recall","We want our measures to be as reliable as possible; reliability refers to","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"491","high_school_psychology","humanities","In classical conditioning the learner learns to associate the unconditioned stim","B","B","True","95","deepseek-ai/deepseek-r1-0528"
"492","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"493","econometrics","social_moral","The fixed effects panel model is also sometimes known as","B","B","True","95","deepseek-ai/deepseek-r1-0528"
"494","moral_disputes","social_moral"," According to Nathanson, criminals who commit murder forfeit their right to","B","C","False","60","deepseek-ai/deepseek-r1-0528"
"495","electrical_engineering","formal_reasoning","Commutator in DC generator is used for","D","D","True","95","deepseek-ai/deepseek-r1-0528"
"496","college_computer_science","formal_reasoning","One approach to handling fuzzy logic data might be to design a computer using te","C","C","True","100","deepseek-ai/deepseek-r1-0528"
"497","professional_law","applied_professional","A defendant was on the first day of her new secretarial job when her boss called","B","B","True","90","deepseek-ai/deepseek-r1-0528"
"498","high_school_chemistry","natural_science","Which of the following does not contain oxygen?","B","B","True","100","deepseek-ai/deepseek-r1-0528"
"499","college_physics","natural_science","Protons used in cancer therapy are typically accelerated to about 0.6c. How much","A","A","True","95","deepseek-ai/deepseek-r1-0528"
"500","high_school_european_history","factual_recall","This question refers to the following information.
""After all the slaves had bee","C","C","True","85","deepseek-ai/deepseek-r1-0528"
"501","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","B","D","False","85","deepseek-ai/deepseek-r1-0528"
"502","college_mathematics","formal_reasoning","For which value of n are there exactly two abelian groups of order n up to isomo","D","A","False","80","deepseek-ai/deepseek-r1-0528"
"503","management","applied_professional","What is a social enterprise concerned with?","D","D","True","95","deepseek-ai/deepseek-r1-0528"
"504","elementary_mathematics","formal_reasoning","What is the quotient for the expression 2,314 / 4?","D","D","True","100","deepseek-ai/deepseek-r1-0528"
"505","college_physics","natural_science","The energy required to remove both electrons from the helium atom in its ground ","A","A","True","100","deepseek-ai/deepseek-r1-0528"
"506","clinical_knowledge","applied_professional","Dopamine is prescribed at a rate of 4 micrograms/kg/min. For a 65 kg person, how","B","B","True","100","deepseek-ai/deepseek-r1-0528"
"507","international_law","factual_recall","Who is a 'persistent objector'?","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"508","human_aging","factual_recall","Older adults generally perform very well when their _____ memory is tested.","D","D","True","90","deepseek-ai/deepseek-r1-0528"
"509","college_biology","natural_science","A behavioral response called a fixed action pattern shown by animals","B","B","True","90","deepseek-ai/deepseek-r1-0528"
"510","miscellaneous","factual_recall","Which of these measurements is equal to one square foot?","D","D","True","100","deepseek-ai/deepseek-r1-0528"
"511","computer_security","formal_reasoning","Which of the following are benefits of penetration testing?","A","A","True","90","deepseek-ai/deepseek-r1-0528"
"512","high_school_microeconomics","social_moral","Which of the following statements is true for a firm in a perfectly competitive ","D","D","True","95","deepseek-ai/deepseek-r1-0528"
"513","high_school_microeconomics","social_moral","You are told that the cross-price elasticity between goods X and Y is +2.0. This","D","D","True","100","deepseek-ai/deepseek-r1-0528"
"514","high_school_biology","natural_science","Which of the following is NOT a characteristic of bacteria?","B","B","True","95","deepseek-ai/deepseek-r1-0528"
"515","nutrition","factual_recall","In which form is selenium found in the 25 human selenoproteins?
","B","B","True","95","deepseek-ai/deepseek-r1-0528"
"516","professional_law","applied_professional","For which of the following preliminary questions of fact will the trial court ju","C","C","True","90","deepseek-ai/deepseek-r1-0528"
"517","nutrition","factual_recall","Which of the following will increase in vitamin D deficiency?
","C","C","True","90","deepseek-ai/deepseek-r1-0528"
"518","moral_scenarios","social_moral","For which of these two scenarios does the main character (who uses I/me/my) do s","B","A","False","70","deepseek-ai/deepseek-r1-0528"
"519","moral_disputes","social_moral"," According to Kant, all imperatives are expressed by the word","B","B","True","95","deepseek-ai/deepseek-r1-0528"
"520","moral_disputes","social_moral"," Which of the following statements best describes Gill's response to the argumen","D","D","True","90","deepseek-ai/deepseek-r1-0528"
"521","high_school_physics","natural_science","A box of mass m slides on a horizontal surface with initial speed v0. It feels n","A","A","True","100","deepseek-ai/deepseek-r1-0528"
"522","high_school_biology","natural_science","Which of the following about meiosis is NOT true?","C","C","True","95","deepseek-ai/deepseek-r1-0528"
"523","college_mathematics","formal_reasoning","For which p is the norm ||x||_p expressable as an inner product?","B","B","True","95","deepseek-ai/deepseek-r1-0528"
"524","high_school_psychology","humanities","Children are most likely to grow up more competent and responsible when they are","B","B","True","95","deepseek-ai/deepseek-r1-0528"
"525","philosophy","humanities","If you assume that a set of statements is true, and yet you can deduce a false o","D","D","True","95","deepseek-ai/deepseek-r1-0528"
"526","elementary_mathematics","formal_reasoning","Yesterday, Micah ate an even number of strawberries. He also ate an odd number o","D","D","True","100","deepseek-ai/deepseek-r1-0528"
"527","high_school_psychology","humanities","Which of the following psychologists would most likely agree with the following ","C","C","True","100","deepseek-ai/deepseek-r1-0528"
"528","high_school_european_history","factual_recall","This question refers to the following information.
The text below is the governm","C","C","True","85","deepseek-ai/deepseek-r1-0528"
"529","high_school_mathematics","formal_reasoning","Ramanujan and Hardy played a game where they both picked a complex number. If th","D","D","True","100","deepseek-ai/deepseek-r1-0528"
"530","moral_disputes","social_moral"," Nathanson supports which of the following kinds of retributivism?","B","B","True","90","deepseek-ai/deepseek-r1-0528"
"531","jurisprudence","applied_professional","The U.S. Congress is empowered by the Commerce Clause and other provisions of th","B","B","True","95","deepseek-ai/deepseek-r1-0528"
